title,url,date,summary,section
Τέμπη - Βουλή: Σκληρή επίθεση στην κυβέρνηση από τη Ζωή Κωνσταντοπούλου - «Συγκαλύπτετε εγκλήματα»,https://www.imerisia.gr/politiki/106799_tempi-boyli-skliri-epithesi-stin-kybernisi-apo-ti-zoi-konstantopoyloy-sygkalyptete,2025-03-07T20:59:06+02:00,Η Ζωή Κωνσταντοπούλου κατηγόρησε την κυβέρνηση ότι λειτουργεί με μόνο γνώμονα τη διατήρηση της...,ΠΟΛΙΤΙΚΗ
"Δημοσκόπηση MRB για OPEN: Συγκάλυψη στα Τέμπη για 7 στους 10 - Τρίτο κόμμα η Πλεύση - Στο 26,7% η ΝΔ",https://www.imerisia.gr/politiki/106797_dimoskopisi-mrb-gia-open-sygkalypsi-sta-tempi-gia-7-stoys-10-trito-komma-i-pleysi,2025-03-07T19:54:11+02:00,"Ανακατεύει την πολιτική τράπουλα το μείζον θέμα της τραγωδίας των Τεμπών, με την Πλεύση Ελευθερίας...",ΠΟΛΙΤΙΚΗ
Τέμπη - Σαμαράς: «Θα απέχω από την αποψινή ψηφοφορία στη Βουλή»,https://www.imerisia.gr/politiki/106785_tempi-samaras-tha-apeho-apo-tin-apopsini-psifoforia-sti-boyli,2025-03-07T17:11:49+02:00,"«Πριν λίγες μέρες έλεγε η χώρα ολόκληρη ”δεν έχω οξυγόνο”, αν τσακωνόμαστε για το ποιος είναι...",ΠΟΛΙΤΙΚΗ
"Τέμπη: Νέα συλλαλητήρια σήμερα σε Αθήνα, Θεσσαλονίκη και άλλες πόλεις - Ποιοι σταθμοί μετρό κλείνουν",https://www.imerisia.gr/koinonia/106763_tempi-nea-syllalitiria-simera-se-athina-thessaloniki-kai-alles-poleis-poioi,2025-03-07T08:40:06+02:00,Οι κλειστοί σταθμοί του μετρό σε Αθήνα και Θεσσαλονίκη,ΚΟΙΝΩΝΙΑ
Τι θα πουν οι πολιτικοί αρχηγοί σήμερα στη Βουλή,https://www.imerisia.gr/politiki/106756_tempi-protasi-dyspistias-ti-tha-poyn-oi-politikoi-arhigoi-simera-sti-boyli,2025-03-07T08:15:00+02:00,"Οι περισσότεροι από τους πολιτικούς αρχηγούς της αντιπολίτευσης (Ανδρουλάκης, Φάμελλος, Χαρίτσης,...",ΠΟΛΙΤΙΚΗ
Τέμπη: Η κυβέρνηση ακόμη αναζητεί διέξοδο από την πίεση της κοινωνίας,https://www.imerisia.gr/politiki/106691_tempi-i-kybernisi-akomi-anazitei-diexodo-apo-tin-piesi-tis-koinonias,2025-03-06T07:15:00+02:00,"Όσο η κυβέρνηση δεν βρίσκει πειστικές απαντήσεις, τόσο θα παραμένει σε πραγματικά δύσκολη θέση",ΠΟΛΙΤΙΚΗ
Βουλή: Σφοδρή πολιτική σύγκρουση κυβέρνησης - αντιπολίτευσης για Τέμπη και πρόταση δυσπιστίας,https://www.imerisia.gr/politiki/106698_boyli-sfodri-politiki-sygkroysi-kybernisis-antipoliteysis-gia-tempi-kai-protasi,2025-03-05T22:56:22+02:00,"Η αντιπαράθεση εξελίχθηκε σε προσωπική σύγκρουση, με σκληρούς χαρακτηρισμούς και αλληλοκατηγορίες,...",ΠΟΛΙΤΙΚΗ
Τέμπη: Μεγάλο συλλαλητήριο στο Σύνταγμα - Επεισόδια με μολότοφ και χημικά,https://www.imerisia.gr/politiki/106697_tempi-megalo-syllalitirio-sto-syntagma-epeisodia-me-molotof-kai-himika,2025-03-05T22:41:08+02:00,Με κεντρικό σύνθημα «Δυναμώνουμε τον αγώνα μας απέναντι στην πολιτική που γεννά Τέμπη για τη ζωή...,ΠΟΛΙΤΙΚΗ
Βουλή - Τέμπη: Ξεκίνησε η τριήμερη συζήτηση για την πρόταση δυσπιστίας - Δείτε live,https://www.imerisia.gr/politiki/106687_boyli-tempi-xekinise-i-triimeri-syzitisi-gia-tin-protasi-dyspistias-deite-live,2025-03-05T19:37:00+02:00,Ξεκίνησε η τριήμερη συζήτηση στη Βουλή για την πρόταση δυσπιστίας κατά της κυβέρνησης,ΠΟΛΙΤΙΚΗ
Βουλή - Τέμπη: Κατατέθηκε η πρόταση δυσπιστίας κατά της κυβέρνησης - Τα επόμενα βήματα,https://www.imerisia.gr/politiki/106683_boyli-tempi-katatethike-i-protasi-dyspistias-kata-tis-kybernisis-ta-epomena-bimata,2025-03-05T17:46:58+02:00,"Κατατέθηκε η πρόταση δυσπιστίας κατά της κυβέρνησης από ΠΑΣΟΚ, ΣΥΡΙΖΑ, Πλεύση Ελευθερίας και Νέα...",ΠΟΛΙΤΙΚΗ
Τέμπη - Βουλή: Επίθεση Ανδρουλάκη σε Μητσοτάκη - «Θα καταθέσουμε πρόταση δυσπιστίας»,https://www.imerisia.gr/politiki/106673_tempi-boyli-epithesi-androylaki-se-mitsotaki-tha-katathesoyme-protasi-dyspistias,2025-03-05T15:15:54+02:00,"Με σφοδρή επίθεση στον πρωθυπουργό Κυριάκο Μητσοτάκη, ο πρόεδρος του ΠΑΣΟΚ-ΚΙΝΑΛ, Νίκος...",ΠΟΛΙΤΙΚΗ
Τέμπη: Νέα συλλαλητήρια σήμερα σε πολλές πόλεις - Πώς θα κινηθούν τα ΜΜΜ,https://www.imerisia.gr/koinonia/106652_tempi-nea-syllalitiria-simera-se-polles-poleis-pos-tha-kinithoyn-ta-mmm,2025-03-05T09:40:35+02:00,"Τα συλλαλητήρια διοργανώνουν διάφοροι κοινωνικοί φορείς, επαγγελματικές ενώσεις, εργατικά σωματεία,...",ΚΟΙΝΩΝΙΑ
Σφοδρή σύγκρουση των κομμάτων για τα Τέμπη,https://www.imerisia.gr/politiki/106635_tempi-sfodri-sygkroysi-ton-kommaton-sti-boyli,2025-03-05T07:15:00+02:00,Η χθεσινή ημέρα ήταν ενδεικτική του κλίματος που επικρατεί μεταξύ του πολιτικού προσωπικού της...,ΠΟΛΙΤΙΚΗ
Τέμπη: Παραιτήθηκαν Χρ. Τριαντόπουλος και Β. Παπαγεωργίου,https://www.imerisia.gr/politiki/106620_tempi-paraitithikan-hr-triantopoylos-kai-b-papageorgioy,2025-03-04T17:49:40+02:00,"Την παραίτησή τους υπέβαλαν την Τρίτη ο υφυπουργός Κλιματικής Κρίσης και Πολιτικής Προστασίας,...",ΠΟΛΙΤΙΚΗ
Τέμπη: Παραιτήθηκε ο Χρήστος Τριαντόπουλος,https://www.imerisia.gr/politiki/106619_tempi-paraitithike-o-hristos-triantopoylos,2025-03-04T17:38:03+02:00,Την παραίτησή του γνωστοποίησε από το βήμα της Βουλής ο υφυπουργός Κλιματικής Κρίσης και Πολιτικής...,ΠΟΛΙΤΙΚΗ
Τέμπη: Παραιτήθηκε ο γενικός γραμματέας Πολιτικής Προστασίας Βασίλης Παπαγεωργίου,https://www.imerisia.gr/politiki/106617_tempi-paraitithike-o-genikos-grammateas-politikis-prostasias-basilis-papageorgioy,2025-03-04T17:05:39+02:00,Παραιτήθηκε ο γενικός γραμματέας Πολιτικής Προστασίας Βασίλης Παπαγεωργίου «με πρωταρχικό σκοπό τη...,ΠΟΛΙΤΙΚΗ
Πολιτική θύελλα για τα Τέμπη: Μάχη στη Βουλή με προανακριτική και δυσπιστία,https://www.imerisia.gr/politiki/106578_politiki-thyella-gia-ta-tempi-mahi-sti-boyli-me-proanakritiki-kai-dyspistia,2025-03-04T07:50:36+02:00,"Σήμερα, Τρίτη 4 Μαρτίου, θα συζητηθεί η πρόταση του ΠΑΣΟΚ για τη σύσταση προανακριτικής επιτροπής...",ΠΟΛΙΤΙΚΗ
"Τέμπη: Η απαξίωση του ΟΣΕ σε αριθμούς - Δραματική υποστελέχωση, στα τάρταρα η χρηματοδότηση",https://www.imerisia.gr/epiheiriseis/106545_tempi-i-apaxiosi-toy-ose-se-arithmoys-dramatiki-ypostelehosi-sta-tartara-i,2025-03-02T19:00:00+02:00,Όπως προκύπτει από τους πίνακες που συνέταξαν οι ερευνητές του ΕΟΔΑΣΑΑΜ και οι οποίοι...,ΕΠΙΧΕΙΡΗΣΕΙΣ
Κ. Μητσοτάκης για Τέμπη: Ως το 2027 η γραμμή Αθηνών - Θεσσαλονίκης θα είναι σύγχρονη και ασφαλής,https://www.imerisia.gr/politiki/106536_k-mitsotakis-gia-tempi-os-2027-i-grammi-athinon-thessalonikis-tha-einai-syghroni,2025-03-02T11:30:53+02:00,Στα ογκώδη συλλαλητήρια της Παρασκευής για τη συμπλήρωση δύο ετών από το τραγικό δυστύχημα στα...,ΠΟΛΙΤΙΚΗ
Τέμπη: Το OPEN στην πρώτη γραμμή της ενημέρωσης,https://www.imerisia.gr/media/106526_tempi-open-stin-proti-grammi-tis-enimerosis,2025-03-01T16:08:50+02:00,Το τηλεοπτικό κοινό εμπιστεύτηκε την ανεξάρτητη και αντικειμενική φωνή του Ανοιχτού Καναλιού. Ο...,MEDIA
Κ. Χατζηδάκης για Τέμπη: Ο ΟΣΕ να ακολουθήσει το παράδειγμα του ΟΤΕ και της ΔΕΗ,https://www.imerisia.gr/politiki/106524_k-hatzidakis-gia-tempi-o-ose-na-akoloythisei-paradeigma-toy-ote-kai-tis-dei,2025-03-01T15:13:15+02:00,Στα μεγάλα συλλαλητήρια για τα Τέμπη που πραγματοποιήθηκαν την Παρασκευή σε όλη τη χώρα καθώς και...,ΠΟΛΙΤΙΚΗ
Τέμπη: Οι πλατείες της οργής οδηγούν σε λεπτές ισορροπίες την κυβέρνηση,https://www.imerisia.gr/politiki/106502_tempi-oi-plateies-tis-orgis-odigoyn-se-leptes-isorropies-tin-kybernisi,2025-03-01T10:15:25+02:00,"Επικοινωνιακά η κυβέρνηση έκανε όλα όσα μπορούσε να κάνει, με τελευταίο χρονικά το μήνυμα του...",ΠΟΛΙΤΙΚΗ
Τέμπη - συλλαλητήριο: 11 προσαγωγές και τρεις συλλήψεις στην Αθήνα,https://www.imerisia.gr/koinonia/106469_tempi-syllalitirio-11-prosagoges-kai-treis-syllipseis-stin-athina,2025-02-28T11:15:19+02:00,"Kατασχέθηκαν 10 μολότοφ, σφυρί, γάντια και κουκούλα",ΚΟΙΝΩΝΙΑ
Τέμπη δυο χρόνια μετά: Ηχηρό το μήνυμα της πλατείας - Ολη η Ελλάδα βγήκε στους δρόμους,https://www.imerisia.gr/koinonia/106466_tempi-dyo-hronia-meta-oli-i-ellada-stoys-dromoys,2025-02-28T10:38:04+02:00,Ποτάμι διαδηλωτών σε όλη την Ελλάδα σε μια ιστορική στιγμή για την χώρα - Πρωτοφανείς σε όγκο...,ΚΟΙΝΩΝΙΑ
Κ. Μητσοτάκης για Τέμπη: Στο πένθος συμμετέχουμε όλοι ενωμένοι για αλήθεια και κάθαρση,https://www.imerisia.gr/politiki/106461_k-mitsotakis-gia-tempi-sto-penthos-symmetehoyme-oloi-enomenoi-gia-alitheia-kai,2025-02-28T09:35:55+02:00,Η ανάρτηση του πρωθυπουργού για την συμπλήρωση δύο χρόνων από το δυστύχημα των Τεμπών,ΠΟΛΙΤΙΚΗ
Φλωρίδης: Το πόρισμα απορρίπτει την κατηγορία για κυβερνητική παρέμβαση στα Τέμπη,https://www.imerisia.gr/politiki/106460_floridis-porisma-aporriptei-tin-katigoria-gia-kybernitiki-parembasi-sta-tempi,2025-02-28T08:56:14+02:00,"«Βεβαίως είναι ασφαλής σήμερα ο σιδηρόδρομος - Βέβαια θα μπω στο τρένο, γιατί να μην μπω; »...",ΠΟΛΙΤΙΚΗ
Δύο χρόνια από την τραγωδία στα Τέμπη: Σήμερα τα συλλαλητήρια στη μνήμη των 57 θυμάτων,https://www.imerisia.gr/koinonia/106459_dyo-hronia-apo-tin-tragodia-sta-tempi-simera-ta-syllalitiria-sti-mnimi-ton-57,2025-02-28T08:32:13+02:00,Κυρίαρχο αίτημα να αποδοθεί δικαιοσύνη,ΚΟΙΝΩΝΙΑ
Τέμπη: Τι ελπίζει και τι φοβάται η κυβέρνηση από τα σημερινά συλλαλητήρια,https://www.imerisia.gr/politiki/106449_tempi-ti-elpizei-kai-ti-fobatai-i-kybernisi-apo-ta-simerina-syllalitiria,2025-02-28T08:15:32+02:00,Οι κυβερνητικές επιδιώξεις είναι πολλαπλές και δύσκολες: Με προσεκτικές κινήσεις και λεπτομερή...,ΠΟΛΙΤΙΚΗ
Απεργία για Τέμπη: Πως θα κινηθούν τα μέσα μεταφοράς - Χειρόφρενο και τα ταξί,https://www.imerisia.gr/koinonia/106454_apergia-gia-tempi-pos-tha-kinithoyn-ta-mesa-metaforas-heirofreno-kai-ta-taxi,2025-02-28T07:28:18+02:00,"Χωρίς λεωφορεία, τρόλει, ταξί, σιδηρόδρομο και προαστιακό η Αττική",ΚΟΙΝΩΝΙΑ
